ticket_id,ticket,category,priority
1299,Could you please help? I cannot access my account This is urgent.,Account Issue,High
1300,"Please help me, i need help with my subscription What should I do?",Subscription,Low
1301,Please help me recover my account I need an update.,Account Issue,Low
1302,I need support with this: Why did my online payment fail? Please help me.,Payment Issue,Medium
1303,"Please help me, i have not received my refund yet What should I do?",Refund,Medium
1304,Could you please help? i want a refund for my order Please resolve this.,Refund,Medium
1305,I am having trouble because Why was I charged for the subscription? This is urgent.,Subscription,Low
1306,How can I upgrade my subscription? What should I do?,Subscription,Low
1307,I need assistance because I returned the product but have not received my money Please help me.,Refund,Medium
1308,I need assistance because I received only part of my order Please help me.,Order Issue,Medium
1309,I am contacting support because my refund is still pending What should I do?,Refund,High
1310,Could you please help? How do I change my subscription plan? Please resolve this.,Subscription,Medium
1311,I am having trouble because the mobile app keeps freezing,Technical Issue,High
1312,I am having trouble because I was charged but the transaction failed Please let me know what I need to do.,Payment Issue,Medium
1313,I am contacting support because My account is locked Can you check this for me?,Account Issue,High
1314,I received only part of my order Please resolve this.,Order Issue,High
1315,Could you please help? I want to cancel my subscription I need an update.,Subscription,High
1316,"Please help me, I returned the product but have not received my money What should I do?",Refund,Medium
1317,"Please help me, I want a refund for my order Can you check this for me?",Refund,Medium
1318,I am having trouble because i was charged but the transaction failed,Payment Issue,Medium
1319,I need support with this: The mobile app keeps freezing Please resolve this.,Technical Issue,Medium
1320,I need assistance because the app stopped responding Please let me know what I need to do.,Technical Issue,High
1321,Can you help? My refund is still pending Can you check this for me?,Refund,High
1322,Can you help? I need help with a failed payment I need an update.,Payment Issue,High
1323,"Please help me, Where is my order?",Delivery,Low
1324,I am having trouble because I received the wrong product Please resolve this.,Order Issue,High
1325,I need support with this: money was deducted but my order was not confirmed This is urgent.,Payment Issue,High
1326,I am having trouble because The item in my order is incorrect Can you check this for me?,Order Issue,Low
1327,I am having trouble because Please help me recover my account Please let me know what I need to do.,Account Issue,Medium
1328,Can you help? how can i change my password?,Account Issue,Medium
1329,I need assistance because I want to renew my subscription Please resolve this.,Subscription,Medium
1330,Please help me recover my account This is urgent.,Account Issue,High
1331,I am contacting support because Money was deducted but my order was not confirmed I need an update.,Payment Issue,Medium
1332,Can you help? I am seeing an error message,Technical Issue,High
1333,"Please help me, I was charged but the transaction failed What should I do?",Payment Issue,Medium
1334,Could you please help? My package is delayed Please let me know what I need to do.,Delivery,Medium
1335,I need support with this: I cannot log into my account This is urgent.,Account Issue,High
1336,I need assistance because how can i upgrade my subscription? What should I do?,Subscription,High
1337,I need assistance because I was charged for my subscription Can you check this for me?,Subscription,Medium
1338,I need support with this: the page is not loading Please resolve this.,Technical Issue,Medium
1339,Could you please help? My login is not working Please resolve this.,Account Issue,High
1340,I am contacting support because How do I change my subscription plan? This is urgent.,Subscription,Medium
1341,"Please help me, please provide an update on my delivery",Delivery,Low
1342,I am having trouble because I need help with a failed payment What should I do?,Payment Issue,High
1343,I need assistance because My refund is still pending Please help me.,Refund,Medium
1344,"Please help me, I was charged twice for the same order Please resolve this.",Payment Issue,Medium
1345,"Please help me, The payment page shows an error",Payment Issue,Medium
1346,Can you help? My package has not arrived Can you check this for me?,Delivery,High
1347,I am contacting support because I want to cancel my subscription Please resolve this.,Subscription,Low
1348,I am contacting support because Can I change my order before it ships? Please let me know what I need to do.,Order Issue,Medium
1349,"Please help me, Why was I charged for the subscription? I need an update.",Subscription,Low
1350,I need assistance because i cannot complete the checkout because of an error This is urgent.,Technical Issue,Medium
1351,I need assistance because why was i charged for the subscription? Please help me.,Subscription,High
1352,Could you please help? The product is damaged and I want a refund What should I do?,Refund,High
1353,I am contacting support because The app stopped responding I need an update.,Technical Issue,High
1354,I am having trouble because the application is crashing when i open it,Technical Issue,High
1355,I need assistance because my shipment has not arrived yet Please resolve this.,Delivery,Medium
1356,I am contacting support because I want to renew my subscription What should I do?,Subscription,High
1357,Could you please help? The website keeps crashing This is urgent.,Technical Issue,Medium
1358,"Please help me, my subscription was cancelled unexpectedly",Subscription,Medium
1359,I need support with this: my account is locked Please resolve this.,Account Issue,Medium
1360,I need support with this: the refund amount is missing from my account,Refund,Medium
1361,I am contacting support because i want to track my package I need an update.,Delivery,Low
1362,I need assistance because The app stopped responding Please help me.,Technical Issue,High
1363,Could you please help? Can I change my order before it ships? What should I do?,Order Issue,Medium
1364,"Please help me, the refund amount is missing from my account This is urgent.",Refund,Medium
1365,"Please help me, The refund amount is missing from my account Please help me.",Refund,High
1366,I am having trouble because the website is not working Can you check this for me?,Technical Issue,High
1367,I am having trouble because I cannot complete the checkout because of an error What should I do?,Technical Issue,Medium
1368,I need assistance because i want to renew my subscription Can you check this for me?,Subscription,Medium
1369,I need assistance because I am seeing an error message,Technical Issue,Medium
1370,"Please help me, Can I downgrade my subscription? Please resolve this.",Subscription,High
1371,Can you help? My subscription was cancelled unexpectedly,Subscription,Low
1372,Why was i charged for the subscription?,Subscription,Medium
1373,I am having trouble because when will my order be delivered? This is urgent.,Delivery,Low
1374,I am having trouble because I need to request a refund Can you check this for me?,Refund,Medium
1375,I am having trouble because i received the wrong product This is urgent.,Order Issue,Low
1376,Can you help? I have not received my refund yet Can you check this for me?,Refund,Medium
1377,Can you help? Please provide an update on my delivery I need an update.,Delivery,Low
1378,I need assistance because How long will my refund take?,Refund,High
1379,I need assistance because The page is not loading Can you check this for me?,Technical Issue,High
1380,The website is not working Please let me know what I need to do.,Technical Issue,High
1381,I need support with this: the application is crashing when i open it,Technical Issue,High
1382,Can you help? I need to request a refund Please resolve this.,Refund,Medium
1383,"Please help me, i want to cancel my order Please let me know what I need to do.",Order Issue,Low
1384,I want a refund for my order Please let me know what I need to do.,Refund,Medium
1385,"Please help me, The app stopped responding Can you check this for me?",Technical Issue,Medium
1386,Can you help? The expected delivery date has passed What should I do?,Delivery,High
1387,Could you please help? Why was I charged for the subscription? Please let me know what I need to do.,Subscription,Low
1388,I am contacting support because The refund amount is missing from my account This is urgent.,Refund,High
1389,I need support with this: Why did my online payment fail? I need an update.,Payment Issue,Medium
1390,I placed the wrong order and need help,Order Issue,High
1391,I am contacting support because I want a refund for my order What should I do?,Refund,High
1392,The mobile app keeps freezing This is urgent.,Technical Issue,High
1393,I want to track my package This is urgent.,Delivery,Medium
1394,I am having trouble because my shipment has not arrived yet What should I do?,Delivery,Low
1395,I am having trouble because i placed the wrong order and need help I need an update.,Order Issue,High
1396,I am having trouble because My order was cancelled unexpectedly Can you check this for me?,Order Issue,Medium
1397,Can you help? My card payment was declined,Payment Issue,High
1398,I need support with this: How can I change my password? Please let me know what I need to do.,Account Issue,Medium
1399,I am contacting support because The delivery is taking too long Please resolve this.,Delivery,High
1400,I need support with this: Can you tell me the delivery status? What should I do?,Delivery,Medium
1401,"Please help me, my login is not working Please help me.",Account Issue,Low
1402,Could you please help? My shipment has not arrived yet What should I do?,Delivery,High
1403,Can you help? my subscription was cancelled unexpectedly What should I do?,Subscription,Medium
1404,"Please help me, The application is crashing when I open it This is urgent.",Technical Issue,High
1405,Could you please help? I want to modify my order I need an update.,Order Issue,Low
1406,"Please help me, i need to request a refund Please let me know what I need to do.",Refund,Medium
1407,Can you help? I need to request a refund,Refund,High
1408,I need support with this: i received only part of my order This is urgent.,Order Issue,Low
1409,Can you help? My package is delayed I need an update.,Delivery,High
1410,I need support with this: Where is my order? Please help me.,Delivery,Low
1411,Can you help? Why did my online payment fail? Can you check this for me?,Payment Issue,Medium
1412,The delivery is taking too long Please resolve this.,Delivery,Low
1413,"Please help me, Please help me recover my account This is urgent.",Account Issue,Medium
1414,Could you please help? when will the refund be credited?,Refund,Medium
1415,I want to modify my order,Order Issue,Low
1416,I need assistance because I placed the wrong order and need help This is urgent.,Order Issue,High
1417,Could you please help? I received the wrong product This is urgent.,Order Issue,High
1418,I am contacting support because My shipment has not arrived yet This is urgent.,Delivery,Low
1419,"Please help me, the payment was rejected even though i have enough balance Please help me.",Payment Issue,Medium
1420,"Please help me, The payment was rejected even though I have enough balance",Payment Issue,High
1421,I am contacting support because The item in my order is incorrect,Order Issue,Low
1422,"Please help me, the payment was rejected even though i have enough balance",Payment Issue,High
1423,I need support with this: i need to update my order details I need an update.,Order Issue,Low
1424,Can you help? How can I change my password?,Account Issue,High
1425,I am having trouble because how can i change my password? What should I do?,Account Issue,Low
1426,"Please help me, My login is not working",Account Issue,Low
1427,"Please help me, i am unable to sign in What should I do?",Account Issue,High
1428,I am having trouble because I cannot log into my account Please resolve this.,Account Issue,Low
1429,I am having trouble because Please process my refund What should I do?,Refund,High
1430,Can you help? I am seeing an error message What should I do?,Technical Issue,Medium
1431,Could you please help? My order contains the wrong item Please resolve this.,Order Issue,Low
1432,Could you please help? i want a refund for my order Please resolve this.,Refund,High
1433,The application is very slow Can you check this for me?,Technical Issue,High
1434,I need support with this: How do I change my subscription plan? What should I do?,Subscription,Low
1435,"Please help me, How long will my refund take? I need an update.",Refund,High
1436,I need assistance because Money was deducted but my order was not confirmed Please help me.,Payment Issue,Medium
1437,Can you help? My payment failed while placing the order This is urgent.,Payment Issue,Medium
1438,I need support with this: i get an error when uploading a file What should I do?,Technical Issue,High
1439,I am having trouble because My order contains the wrong item Please let me know what I need to do.,Order Issue,High
1440,I need assistance because Please process my refund What should I do?,Refund,Medium
1441,I need assistance because i am unable to sign in Can you check this for me?,Account Issue,High
1442,Can you help? The payment page shows an error This is urgent.,Payment Issue,High
1443,I need assistance because Please provide an update on my delivery,Delivery,Low
1444,I am contacting support because The payment was rejected even though I have enough balance Please resolve this.,Payment Issue,Medium
1445,Could you please help? The delivery is taking too long I need an update.,Delivery,Low
1446,"Please help me, my order was cancelled unexpectedly Please help me.",Order Issue,Medium
1447,My package is delayed Please resolve this.,Delivery,Medium
1448,I am having trouble because i cannot reset my password Can you check this for me?,Account Issue,High
1449,My package has not arrived Please resolve this.,Delivery,High
1450,I cannot reset my password I need an update.,Account Issue,High
1451,Could you please help? I received the wrong product Please resolve this.,Order Issue,High
1452,I am contacting support because i cannot complete the checkout because of an error What should I do?,Technical Issue,Medium
1453,I am contacting support because I need to request a refund Please help me.,Refund,Medium
1454,Could you please help? I need help with my subscription Please resolve this.,Subscription,Medium
1455,"Please help me, i want to track my package Please resolve this.",Delivery,High
1456,I need assistance because how can i change my password? Please help me.,Account Issue,Low
1457,I need assistance because i received only part of my order I need an update.,Order Issue,Medium
1458,Could you please help? The payment was rejected even though I have enough balance What should I do?,Payment Issue,High
1459,I am having trouble because The payment page shows an error Please let me know what I need to do.,Payment Issue,Medium
1460,"Please help me, My package has not arrived Please resolve this.",Delivery,High
1461,I cannot access my account Please let me know what I need to do.,Account Issue,Low
1462,I am contacting support because when will my order be delivered? Please help me.,Delivery,Medium
1463,I need assistance because I get an error when uploading a file Can you check this for me?,Technical Issue,Medium
1464,I am having trouble because i have not received my refund yet I need an update.,Refund,Medium
1465,Could you please help? my subscription payment failed,Subscription,High
1466,I am having trouble because can i change my order before it ships?,Order Issue,Medium
1467,"Please help me, the item in my order is incorrect Please let me know what I need to do.",Order Issue,Low
1468,Can you help? I want to renew my subscription This is urgent.,Subscription,High
1469,I am seeing an error message Can you check this for me?,Technical Issue,High
1470,I am contacting support because my payment failed while placing the order Please resolve this.,Payment Issue,Medium
1471,I need support with this: the payment page shows an error Please help me.,Payment Issue,Medium
1472,I need assistance because When will my order be delivered? Can you check this for me?,Delivery,Medium
1473,"Please help me, Please process my refund Please help me.",Refund,High
1474,I am contacting support because How can I upgrade my subscription? Can you check this for me?,Subscription,Low
1475,I need assistance because my subscription payment failed Please help me.,Subscription,Low
1476,Could you please help? How can I upgrade my subscription? This is urgent.,Subscription,Low
1477,I need support with this: Why did my online payment fail? Can you check this for me?,Payment Issue,Medium
1478,I am contacting support because How do I change my subscription plan? Please resolve this.,Subscription,High
1479,I am having trouble because I received only part of my order Please help me.,Order Issue,Medium
1480,"Please help me, I returned the product but have not received my money Please help me.",Refund,High
1481,I am having trouble because How do I change my subscription plan? Please help me.,Subscription,High
1482,The expected delivery date has passed Please let me know what I need to do.,Delivery,Medium
1483,I am contacting support because I cannot access my account,Account Issue,Medium
1484,I am contacting support because the payment was rejected even though i have enough balance I need an update.,Payment Issue,Medium
1485,I am having trouble because My login is not working,Account Issue,Medium
1486,I am contacting support because I want a refund for my order I need an update.,Refund,Medium
1487,How can I change my password? Please resolve this.,Account Issue,High
1488,I need assistance because i cannot complete the checkout because of an error Please help me.,Technical Issue,High
1489,Could you please help? My payment is still pending What should I do?,Payment Issue,Medium
1490,I want to track my package Please help me.,Delivery,High
1491,"Please help me, I was charged but the transaction failed Please let me know what I need to do.",Payment Issue,Medium
1492,I have not received my refund yet Please let me know what I need to do.,Refund,Medium
1493,I need assistance because The page is not loading Can you check this for me?,Technical Issue,Medium
1494,I need assistance because My package is delayed Please help me.,Delivery,High
1495,Could you please help? i am seeing an error message This is urgent.,Technical Issue,Medium
1496,"Please help me, the refund amount is missing from my account I need an update.",Refund,Medium
1497,I need assistance because Can I downgrade my subscription? Please let me know what I need to do.,Subscription,High
1498,Can you help? When will my order be delivered? What should I do?,Delivery,Low
1499,I need assistance because I received the wrong product Please resolve this.,Order Issue,High
1500,I am having trouble because My payment failed while placing the order,Payment Issue,Medium
1501,"Please help me, i want to cancel my order Please help me.",Order Issue,Medium
1502,Could you please help? the delivery is taking too long Can you check this for me?,Delivery,High
1503,I need support with this: My subscription was cancelled unexpectedly What should I do?,Subscription,Medium
1504,Could you please help? I need to request a refund What should I do?,Refund,Medium
1505,Can you help? my order contains the wrong item,Order Issue,High
1506,I need support with this: Please process my refund Can you check this for me?,Refund,Medium
1507,The expected delivery date has passed What should I do?,Delivery,Low
1508,Could you please help? i want to track my package Can you check this for me?,Delivery,Medium
1509,I need assistance because i am unable to sign in Please resolve this.,Account Issue,High
1510,Why did my online payment fail? Please resolve this.,Payment Issue,Medium
1511,I need support with this: My subscription payment failed Please let me know what I need to do.,Subscription,High
1512,I have not received my refund yet What should I do?,Refund,High
1513,I am having trouble because the app stopped responding This is urgent.,Technical Issue,Medium
1514,I cannot reset my password Please help me.,Account Issue,High
1515,I am having trouble because i need to update my order details,Order Issue,Low
1516,I am having trouble because the mobile app keeps freezing Please resolve this.,Technical Issue,High
1517,My account is locked Please help me.,Account Issue,Low
1518,"Please help me, Where is my order?",Delivery,Low
1519,I need support with this: How do I change my subscription plan? Can you check this for me?,Subscription,High
1520,I need assistance because Why was I charged for the subscription? Please resolve this.,Subscription,High
1521,I am contacting support because i cannot access my account Please resolve this.,Account Issue,High
1522,Could you please help? The expected delivery date has passed I need an update.,Delivery,Medium
1523,I need support with this: Why was I charged for the subscription? This is urgent.,Subscription,High
1524,I need assistance because my payment failed while placing the order,Payment Issue,Medium
1525,I am having trouble because my package has not arrived Please resolve this.,Delivery,Low
1526,I am contacting support because i am seeing an error message I need an update.,Technical Issue,Medium
1527,Could you please help? I was charged for my subscription I need an update.,Subscription,Medium
1528,Can you help? Why did my online payment fail? Please resolve this.,Payment Issue,Medium
1529,"Please help me, I need help with my subscription Please let me know what I need to do.",Subscription,Low
1530,"Please help me, i forgot my password Please let me know what I need to do.",Account Issue,High
1531,I need support with this: The application is crashing when I open it Please help me.,Technical Issue,Medium
1532,Could you please help? I need to request a refund Please help me.,Refund,Medium
1533,I am having trouble because The payment page shows an error I need an update.,Payment Issue,High
1534,I need assistance because i received only part of my order,Order Issue,High
1535,"Please help me, I placed the wrong order and need help Can you check this for me?",Order Issue,Low
1536,I need support with this: the application is very slow This is urgent.,Technical Issue,Medium
1537,I am having trouble because i cannot complete the checkout because of an error This is urgent.,Technical Issue,High
1538,I am contacting support because when will my order be delivered?,Delivery,Low
1539,"Please help me, My subscription was cancelled unexpectedly I need an update.",Subscription,Medium
1540,"Please help me, The website keeps crashing Please help me.",Technical Issue,Medium
